label,message
0,yup izzit still raining heavily cos im in e mrt i cant c outside
0,thank you for callingforgot to say happy onam to you sirjii am fine here and remembered you when i met an insurance personmeet you in qatar insha allahrakhesh ex tata aig who joined tisscotayseer
0,hi my darlin im on my way to london and we have just been smashed into by another driver and have a big dent im really missing u what have u been up to xxx
0,shopping lor them raining mah hard 2 leave orchard
0,hi neva worry bout da truth coz the truth will lead me 2 ur heart its the least a unique person like u deserve sleep tight or morning
1,freemsg why havent you replied to my text im randy sexy female and live local luv to hear from u netcollex ltd 08700621170150p per msg reply stop to end
0,nah man my car is meant to be crammed full of people
0,sure if i get an acknowledgement from you that its astoundingly tactless and generally faggy to demand a blood oath fo
0,alrite
0,but am going to college pa what to do are else ill come there it self pa
0,how is my boy no sweet words left for me this morning sighs how goes you day my love did you start your studying
0,aiyo a bit pai seh noe scared he dun rem who i am then die hee but he become better lookin oredi leh
0,oh howda gud gud mathe en samachara chikku
1,you ve won your 4 costa del sol holiday or 5000 await collection call 09050090044 now toclaim sae tc s pobox334 stockport sk38xh cost150pm max10mins
1,congratulations ur awarded either 500 of cd gift vouchers free entry 2 our 100 weekly draw txt music to 87066 tncs wwwldewcom1win150ppmx3age16
0,tomarrow final hearing on my laptop case so i cant
0,how its a little difficult but its a simple way to enter this place
1,for taking part in our mobile survey yesterday you can now have 500 texts 2 use however you wish 2 get txts just send txt to 80160 tc wwwtxt43com 150p
0,sorryin meeting ill call later
0,hope youre not having too much fun without me see u tomorrow love jess x
0,its posible dnt live in ltgt century cm frwd n thnk different
0,do u konw waht is rael friendship im gving yuo an exmpel jsut ese tihs msg evrey splleing of tihs msg is wrnog bt sitll yuo can raed it wihtuot ayn mitsake goodnight amp have a nice sleepsweet dreams
0,happy new year princess
0,there generally isnt one its an uncountable noun u in the dictionary pieces of research
1,customer service announcement we recently tried to make a delivery to you but were unable to do so please call 07099833605 to reschedule ref9280114
0,watching tv now i got new job
0,in life when you face choices just toss a coin not becoz its settle the question but while the coin in the air u will know what your heart is hoping for gudni8
1,this is the 2nd time we have tried to contact u u have won the 400 prize 2 claim is easy just call 087104711148 now only 10p per minute btnationalrate
0,also maaaan are you missing out
0,alrite sam its nic just checkin that this is ur numberso is ittb
1,bored housewives chat n date now 08717507711 btnational rate 10pmin only from landlines
0,yay you better not have told that to 5 other girls either
0,whens your radio show
1,important information 4 orange user 0796xxxxxx today is ur lucky day2 find out why log onto httpwwwurawinnercom theres a fantastic prizeawaiting you
0,i dont know but im raping dudes at poker
0,awesome i remember the last time we got somebody high for the first time with diesel v
0,im putting it on now it should be ready for lttimegt
0,sure whenever you show the fuck up gt
1,please call amanda with regard to renewing or upgrading your current tmobile handset free of charge offer ends today tel 0845 021 3680 subject to ts and cs
1,bloomberg message center 447797706009 why wait apply for your future httpcareers bloombergcom
0,my exam is for february 4 wish you a great day
0,how did you find out in a way that didnt include all of these details
0,not thought bout it drink in tap spile at seven is that pub on gas st off broad st by canal ok
0,if you wereare free i can give otherwise nalla adi entey nattil kittum
0,now u sound like manky scouse boy stevelike i is travelling on da bus homewot has u inmind 4 recreation dis eve
0,me too baby i promise to treat you well i bet you will take good care of me
0,also are you bringing galileo or dobby
0,hey they r not watching movie tonight so ill prob b home early
0,u wake up already thanx 4 e tau sar piah its quite nice
0,or just do that 6times
0,will be office around 4 pm now i am going hospital
0,tell her i said eat shit
1,winner as a valued network customer you have been selected to receivea 900 prize reward to claim call 09061701461 claim code kl341 valid 12 hours only
0,ltgt is fast approaching so wish u a very happy new year happy sankranti happy republic day happy valentines day happy shivratri happy ugadi happy fools day happy may day happy independence day happy friendshipmotherfatherteacherschildrens day amp happy birthday 4 u happy ganesh festival happy dasara happy diwali happy christmas ltgt good mornings afternoons evenings nights rememberi am the first to wishing u all theseyours raj
0,shes good she was wondering if you wont say hi but shes smiling now so how are you coping with the long distance
1,tbspersolvo been chasing us since sept for38 definitely not paying now thanks to your information we will ignore them kath manchester
0,where
0,u really pig leh sleep so much my dad wake me up at 10 smth 2 eat lunch today
0,i want to tell you how bad i feel that basically the only times i text you lately are when i need drugs
0,no yes please been swimming
0,men always needs a beautiful intelligent caring loving adjustable cooperative wife but the law allows only one wife
1,if you dont your prize will go to another customer tc at wwwtcbiz 18 150pmin polo ltd suite 373 london w1j 6hl please call back if busy
0,yes rent is very expensive so its the way we save
0,good morning my dear have a great amp successful day
0,ok no wahala just remember that a friend in need
0,hi my love how goes that day fuck this morning i woke and dropped my cell on the way down the stairs but it seems alright phews i miss you
0,r u saying i should re order the slippers cos i had to pay for returning it
0,are your freezing are you home yet will you remember to kiss your mom in the morning do you love me do you think of me are you missing me yet
1,500 new mobiles from 2004 must go txt nokia to no 89545 collect yours todayfrom only 1 www4tcbiz 2optout 08718726270150gbpmtmsg18 txtauction
0,so ll be submitting da project tmr rite
0,dont know supports ass and srt i thnk i think ps3 can play through usb too
0,dear heroi am leaving to qatar tonite for an apt opportunitypls do keep in touch at ltemailgt kerala
0,im just wondering what your doing right now
0,all these nice new shirts and the only thing i can wear them to is nudist themed you in mu
0,dips cell dead so i m coming with him u better respond else we shall come back
0,ela kanoil download come wen ur free
0,faith makes things possiblehope makes things worklove makes things beautifulmay you have all three this christmasmerry christmas
1,u have a secret admirer who is looking 2 make contact with ufind out who they rreveal who thinks ur so specialcall on 09058094594
0,orh i tot u say she now still dun believe
0,geeee i miss you already you know your all i can think about fuck i cant wait till next year when we will be together loving kiss
1,had your mobile 11 months or more u r entitled to update to the latest colour mobiles with camera for free call the mobile update co free on 08002986030
